None | Waters from Cape Elizabeth ME to Merrimack River MA from 25 to 40 nm | coastal | ANZ174
None | Boston Harbor | coastal | ANZ230
None | Cape Cod Bay | coastal | ANZ231
None | Nantucket Sound | coastal | ANZ232
None | Vineyard Sound | coastal | ANZ233
None | Buzzards Bay | coastal | ANZ234
None | Rhode Island Sound | coastal | ANZ235
None | Narragansett Bay | coastal | ANZ236
None | Block Island Sound | coastal | ANZ237
None | Coastal waters east of Ipswich Bay and the Stellwagen Bank National Marine Sanctuary | coastal | ANZ250
None | Massachusetts Bay and Ipswich Bay | coastal | ANZ251
None | Coastal waters from Provincetown MA to Chatham MA to Nantucket MA out 20 nm | coastal | ANZ254
None | Coastal Waters extending out to 25 nm South of Marthas Vineyard and Nantucket | coastal | ANZ255
None | Coastal Waters from Montauk NY to Marthas Vineyard extending out to 20 nm South of Block Island | coastal | ANZ256
None | Ocean Waters from the Merrimack River to Plymouth from 40 to 60 NM offshore | coastal | ANZ270
None | Ocean Waters from Provincetown to Nantucket from 20 to 35 NM offshore | coastal | ANZ271
None | Ocean Waters from Marthas Vineyard to Nantucket from 25 to 45 NM offshore | coastal | ANZ272
None | Ocean Waters from Montauk NY to Marthas Vineyard from 25 to 40 NM offshore | coastal | ANZ273
None | Long Island Sound East of New Haven CT/Port Jefferson NY to the Mouth of the Connecticut River | coastal | ANZ331
None | Long Island Sound East of the Mouth of the Connecticut River | coastal | ANZ332
None | Long Island Sound West of New Haven CT/Port Jefferson NY | coastal | ANZ335
None | New York Harbor | coastal | ANZ338
None | Peconic and Gardiners Bays | coastal | ANZ340
None | South Shore Bays from Jones Inlet through Shinnecock Bay | coastal | ANZ345
None | Moriches Inlet NY to Montauk Point NY out 20 nm | coastal | ANZ350
None | Fire Island Inlet NY to Moriches Inlet NY out 20 nm | coastal | ANZ353
None | Sandy Hook NJ to Fire Island Inlet NY out 20 nm | coastal | ANZ355
None | Waters from Moriches Inlet NY to Montauk Point NY from 20 to 40 NM | coastal | ANZ370
None | Waters from Fire Island Inlet NY to Moriches Inlet NY from 20 to 40 NM | coastal | ANZ373
None | Waters from Sandy Hook NJ to Fire Island Inlet out 20 to 40 nm | coastal | ANZ375
None | Delaware Bay waters north of East Point NJ to Slaughter Beach DE | coastal | ANZ430
None | Delaware Bay waters south of East Point NJ to Slaughter Beach DE | coastal | ANZ431
None | Coastal waters from Sandy Hook to Manasquan Inlet NJ out 20 nm | coastal | ANZ450
None | Coastal waters from Manasquan Inlet to Little Egg Inlet NJ out 20 nm | coastal | ANZ451
None | Coastal waters from Little Egg Inlet to Great Egg Inlet NJ out 20 nm | coastal | ANZ452
None | Coastal waters from Great Egg Inlet to Cape May NJ out 20 nm | coastal | ANZ453
None | Coastal waters from Cape May NJ to Cape Henlopen DE out 20 nm | coastal | ANZ454
None | Coastal waters from Cape Henlopen to Fenwick Island DE out 20 nm | coastal | ANZ455
None | Waters from Sandy Hook NJ to Manasquan Inlet NJ out 20 to 40 nm | coastal | ANZ470
None | Waters from Manasquan Inlet NJ to Little Egg Inlet NJ out 20 to 40 nm | coastal | ANZ471
None | Waters from Little Egg Inlet NJ to Great Egg Inlet NJ out 20 to 40 nm from 20 to 40 NM | coastal | ANZ472
None | Waters from Great Egg Inlet NJ to Cape May NJ out 20 to 40 nm | coastal | ANZ473
None | Waters from Cape May NJ to Fenwick Island DE out 20 to 40 nm | coastal | ANZ475
None | Chesapeake Bay north of Pooles Island MD | coastal | ANZ530
None | Chesapeake Bay from Pooles Island to Sandy Point MD | coastal | ANZ531
None | Chesapeake Bay from Sandy Point to North Beach MD | coastal | ANZ532
None | Chesapeake Bay from North Beach to Drum Point MD | coastal | ANZ533
None | Chesapeake Bay from Drum Point MD to Smith Point VA | coastal | ANZ534
None | Tidal Potomac from Key Bridge to Indian Head MD | coastal | ANZ535
None | Tidal Potomac from Indian Head to Cobb Island MD | coastal | ANZ536
None | Tidal Potomac from Cobb Island MD to Smith Point VA | coastal | ANZ537
None | Patapsco River including Baltimore Harbor | coastal | ANZ538
None | Chester River to Queenstown MD | coastal | ANZ539
None | Eastern Bay | coastal | ANZ540
None | Choptank River to Cambridge MD and the Little Choptank River | coastal | ANZ541
None | Patuxent River to Broomes Island MD | coastal | ANZ542
None | Tangier Sound and the inland waters surrounding Bloodsworth Island | coastal | ANZ543
None | Chesapeake Bay from Smith Point to Windmill Point VA | coastal | ANZ630
None | Chesapeake Bay from Windmill Point to New Point Comfort VA | coastal | ANZ631
None | Chesapeake Bay from New Point Comfort to Little Creek VA | coastal | ANZ632
None | Currituck Sound | coastal | ANZ633
None | Chesapeake Bay from Little Creek VA to Cape Henry VA including the Chesapeake Bay Bridge Tunnel | coastal | ANZ634
None | Rappahannock River from Urbanna to Windmill Point | coastal | ANZ635
None | York River | coastal | ANZ636
None | James River from Jamestown to the James River Bridge | coastal | ANZ637
None | James River from James River Bridge to Hampton Roads Bridge-Tunnel | coastal | ANZ638
None | Coastal waters from Fenwick Island DE to Chincoteague VA out 20 nm | coastal | ANZ650
None | Coastal waters from Chincoteague to Parramore Island VA out 20 nm | coastal | ANZ652
None | Coastal waters from Parramore Island to Cape Charles Light VA out 20 nm | coastal | ANZ654
None | Coastal Waters from Cape Charles Light to Virginia-North Carolina border out to 20 nm | coastal | ANZ656
None | Coastal waters from NC VA border to Currituck Beach Light NC out 20 nm | coastal | ANZ658
None | Waters from Fenwick Island DE to Chintoteague VA from 20 to 40 nm | coastal | ANZ670
None | Waters from Chincoteague VA to Parramore Island VA from 20 to 40 nm | coastal | ANZ672
None | Waters from Parramore Island VA to Cape Charles Light VA from 20 to 40 nm | coastal | ANZ674
None | Waters from Cape Charles Light to Virginia - North Carolina Border from 20 to 40 nm | coastal | ANZ676
None | Waters from NC VA border to Currituck Beach Light NC from 20 to 40 nm | coastal | ANZ678
None | Gulf of Maine to the Hague Line | offshore | ANZ800
None | Georges Bank between Cape Cod and 68W north of 1000 FM | offshore | ANZ805
None | South of New England between the Great South Channel and Montauk Point to 1000 FM | offshore | ANZ810
None | South of Long Island between Montauk Point and Sandy Hook to 1000 FM | offshore | ANZ815
None | Hudson Canyon to Baltimore Canyon to 1000 FM | offshore | ANZ820
None | Baltimore Canyon to Cape Charles Light to 100 NM offshore | offshore | ANZ825
None | Cape Charles Light to Currituck Beach Light to 100 NM offshore | offshore | ANZ828
None | Currituck Beach Light to Cape Hatteras to 100 NM offshore | offshore | ANZ830
None | Cape Hatteras to Cape Fear to 100 NM Offshore. | offshore | ANZ833
None | Cape Fear to 31N to 1000 FM | offshore | ANZ835
None | Georges Bank between 68W and the Hague Line | offshore | ANZ900
None | East of 69W to the Hague Line between 1000 FM and 39N | offshore | ANZ905
None | East of 69W and south of 39N to 250 NM offshore | offshore | ANZ910
None | Between 1000FM and 38.5 N west of 69 W | offshore | ANZ915
None | Baltimore Canyon to 69W east of 1000 FM and south of 38.5N to 250 NM offshore | offshore | ANZ920
None | Baltimore Canyon to Hatteras Canyon between 100 NM and 250 NM offshore | offshore | ANZ925
None | Hatteras Canyon to Cape Fear between 100 NM and 250 NM offshore | offshore | ANZ930
None | Cape Fear to 31N east of 1000 FM to 250 NM offshore | offshore | ANZ935
AR | Arkansas | county | ARC001
AR | Ashley | county | ARC003
AR | Baxter | county | ARC005
AR | Benton | county | ARC007
AR | Boone | county | ARC009
AR | Bradley | county | ARC011
AR | Calhoun | county | ARC013
AR | Carroll | county | ARC015
AR | Chicot | county | ARC017
AR | Clark | county | ARC019
AR | Clay | county | ARC021
AR | Cleburne | county | ARC023
AR | Cleveland | county | ARC025
AR | Columbia | county | ARC027
AR | Conway | county | ARC029
AR | Craighead | county | ARC031
AR | Crawford | county | ARC033
AR | Crittenden | county | ARC035
AR | Cross | county | ARC037
AR | Dallas | county | ARC039
AR | Desha | county | ARC041
AR | Drew | county | ARC043
AR | Faulkner | county | ARC045
AR | Franklin | county | ARC047
AR | Fulton | county | ARC049
AR | Garland | county | ARC051
AR | Grant | county | ARC053
AR | Greene | county | ARC055
AR | Hempstead | county | ARC057
AR | Hot Spring | county | ARC059
AR | Howard | county | ARC061
AR | Independence | county | ARC063
AR | Izard | county | ARC065
AR | Jackson | county | ARC067
AR | Jefferson | county | ARC069
AR | Johnson | county | ARC071
AR | Lafayette | county | ARC073
AR | Lawrence | county | ARC075
AR | Lee | county | ARC077
AR | Lincoln | county | ARC079
AR | Little River | county | ARC081
AR | Logan | county | ARC083
AR | Lonoke | county | ARC085
AR | Madison | county | ARC087
AR | Marion | county | ARC089
AR | Miller | county | ARC091
AR | Mississippi | county | ARC093
AR | Monroe | county | ARC095
AR | Montgomery | county | ARC097
AR | Nevada | county | ARC099
AR | Newton | county | ARC101
AR | Ouachita | county | ARC103
AR | Perry | county | ARC105
AR | Phillips | county | ARC107
AR | Pike | county | ARC109
AR | Poinsett | county | ARC111
AR | Polk | county | ARC113
AR | Pope | county | ARC115
AR | Prairie | county | ARC117
AR | Pulaski | county | ARC119
AR | Randolph | county | ARC121
AR | St. Francis | county | ARC123
AR | Saline | county | ARC125
AR | Scott | county | ARC127
AR | Searcy | county | ARC129
AR | Sebastian | county | ARC131
AR | Sevier | county | ARC133
AR | Sharp | county | ARC135
AR | Stone | county | ARC137
AR | Union | county | ARC139
AR | Van Buren | county | ARC141
AR | Washington | county | ARC143
AR | White | county | ARC145
AR | Woodruff | county | ARC147
AR | Yell | county | ARC149
AR | Benton | fire | ARZ001
AR | Benton | public | ARZ001
AR | Carroll | fire | ARZ002
AR | Carroll | public | ARZ002
AR | Marion | fire | ARZ004
AR | Marion | public | ARZ004
AR | Baxter | fire | ARZ005
AR | Baxter | public | ARZ005
AR | Fulton | fire | ARZ006
AR | Fulton | public | ARZ006
AR | Sharp | fire | ARZ007
AR | Sharp | public | ARZ007
AR | Randolph | fire | ARZ008
AR | Randolph | public | ARZ008
AR | Clay | fire | ARZ009
AR | Clay | public | ARZ009
AR | Washington | fire | ARZ010
AR | Washington | public | ARZ010
AR | Madison | fire | ARZ011
AR | Madison | public | ARZ011
AR | Stone | fire | ARZ014
AR | Stone | public | ARZ014
AR | Izard | fire | ARZ015
AR | Izard | public | ARZ015
AR | Independence | fire | ARZ016
AR | Independence | public | ARZ016
AR | Lawrence | fire | ARZ017
AR | Lawrence | public | ARZ017
AR | Greene | fire | ARZ018
AR | Greene | public | ARZ018
AR | Crawford | fire | ARZ019
AR | Crawford | public | ARZ019
AR | Franklin | fire | ARZ020
AR | Franklin | public | ARZ020
AR | Cleburne | fire | ARZ024
AR | Cleburne | public | ARZ024
AR | Jackson | fire | ARZ025
AR | Jackson | public | ARZ025
AR | Craighead | fire | ARZ026
AR | Craighead | public | ARZ026
AR | Poinsett | fire | ARZ027
AR | Poinsett | public | ARZ027
AR | Mississippi | fire | ARZ028
AR | Mississippi | public | ARZ028
AR | Sebastian | fire | ARZ029
AR | Sebastian | public | ARZ029
AR | Conway | fire | ARZ031
AR | Conway | public | ARZ031
AR | Faulkner | fire | ARZ032
AR | Faulkner | public | ARZ032
AR | White | fire | ARZ033
AR | White | public | ARZ033
AR | Woodruff | fire | ARZ034
AR | Woodruff | public | ARZ034
AR | Cross | fire | ARZ035
AR | Cross | public | ARZ035
AR | Crittenden | fire | ARZ036
AR | Crittenden | public | ARZ036
AR | Perry | fire | ARZ039
AR | Perry | public | ARZ039
AR | Garland | fire | ARZ042
AR | Garland | public | ARZ042
AR | Saline | fire | ARZ043
AR | Saline | public | ARZ043
AR | Pulaski | fire | ARZ044
AR | Pulaski | public | ARZ044
AR | Lonoke | fire | ARZ045
AR | Lonoke | public | ARZ045
AR | Prairie | fire | ARZ046
AR | Prairie | public | ARZ046
AR | Monroe | fire | ARZ047
AR | Monroe | public | ARZ047
AR | St. Francis | fire | ARZ048
AR | St. Francis | public | ARZ048
AR | Lee | fire | ARZ049
AR | Lee | public | ARZ049
AR | Sevier | fire | ARZ050
AR | Sevier | public | ARZ050
AR | Howard | fire | ARZ051
AR | Howard | public | ARZ051
AR | Pike | fire | ARZ052
AR | Pike | public | ARZ052
AR | Clark | fire | ARZ053
AR | Clark | public | ARZ053
AR | Hot Spring | fire | ARZ054
AR | Hot Spring | public | ARZ054
AR | Grant | fire | ARZ055
AR | Grant | public | ARZ055
AR | Jefferson | fire | ARZ056
AR | Jefferson | public | ARZ056
AR | Arkansas | fire | ARZ057
AR | Arkansas | public | ARZ057
AR | Phillips | fire | ARZ058
AR | Phillips | public | ARZ058
AR | Little River | fire | ARZ059
AR | Little River | public | ARZ059
AR | Hempstead | fire | ARZ060
AR | Hempstead | public | ARZ060
AR | Nevada | fire | ARZ061
AR | Nevada | public | ARZ061
AR | Dallas | fire | ARZ062
AR | Dallas | public | ARZ062
AR | Cleveland | fire | ARZ063
AR | Cleveland | public | ARZ063
AR | Lincoln | fire | ARZ064
AR | Lincoln | public | ARZ064
AR | Desha | fire | ARZ065
AR | Desha | public | ARZ065
AR | Ouachita | fire | ARZ066
AR | Ouachita | public | ARZ066
AR | Calhoun | fire | ARZ067
AR | Calhoun | public | ARZ067
AR | Bradley | fire | ARZ068
AR | Bradley | public | ARZ068
AR | Drew | fire | ARZ069
AR | Drew | public | ARZ069
AR | Miller | fire | ARZ070
AR | Miller | public | ARZ070
AR | Lafayette | fire | ARZ071
AR | Lafayette | public | ARZ071
AR | Columbia | fire | ARZ072
AR | Columbia | public | ARZ072
AR | Union | fire | ARZ073
AR | Union | public | ARZ073
AR | Ashley | fire | ARZ074
AR | Ashley | public | ARZ074
AR | Chicot | fire | ARZ075
AR | Chicot | public | ARZ075
AR | Boone County Except Southwest | fire | ARZ103
AR | Boone County Except Southwest | public | ARZ103
AR | Newton County Higher Elevations | fire | ARZ112
AR | Newton County Higher Elevations | public | ARZ112
AR | Searcy County Lower Elevations | fire | ARZ113
AR | Searcy County Lower Elevations | public | ARZ113
AR | Southern Johnson County | fire | ARZ121
AR | Southern Johnson County | public | ARZ121
AR | Southern Pope County | fire | ARZ122
AR | Southern Pope County | public | ARZ122
AR | Southeast Van Buren County | fire | ARZ123
AR | Southeast Van Buren County | public | ARZ123
AR | Western and Northern Logan County | fire | ARZ130
AR | Western and Northern Logan County | public | ARZ130
AR | Northern Scott County | fire | ARZ137
AR | Northern Scott County | public | ARZ137
AR | Northwest Yell County | fire | ARZ138
AR | Northwest Yell County | public | ARZ138
AR | Polk County Lower Elevations | fire | ARZ140
AR | Polk County Lower Elevations | public | ARZ140
AR | Central and Eastern Montgomery County | fire | ARZ141
AR | Central and Eastern Montgomery County | public | ARZ141
AR | Boone County Higher Elevations | fire | ARZ203
AR | Boone County Higher Elevations | public | ARZ203
AR | Newton County Lower Elevations | fire | ARZ212
AR | Newton County Lower Elevations | public | ARZ212
AR | Northwest Searcy County Higher Elevations | fire | ARZ213
AR | Northwest Searcy County Higher Elevations | public | ARZ213
AR | Johnson County Higher Elevations | fire | ARZ221
AR | Johnson County Higher Elevations | public | ARZ221
AR | Pope County Higher Elevations | fire | ARZ222
AR | Pope County Higher Elevations | public | ARZ222
AR | Van Buren County Higher Elevations | fire | ARZ223
AR | Van Buren County Higher Elevations | public | ARZ223
AR | Southern and Eastern Logan County | fire | ARZ230
AR | Southern and Eastern Logan County | public | ARZ230
AR | Central and Southern Scott County | fire | ARZ237
AR | Central and Southern Scott County | public | ARZ237
AR | Yell Excluding Northwest | fire | ARZ238
AR | Yell Excluding Northwest | public | ARZ238
AR | Northern Polk County Higher Elevations | fire | ARZ240
AR | Northern Polk County Higher Elevations | public | ARZ240
AR | Northern Montgomery County Higher Elevations | fire | ARZ241
AR | Northern Montgomery County Higher Elevations | public | ARZ241
AR | Eastern, Central, and Southern Searcy County Higher Elevations | fire | ARZ313
AR | Eastern, Central, and Southern Searcy County Higher Elevations | public | ARZ313
AR | Southeast Polk County Higher Elevations | fire | ARZ340
